"Código";"Nome Produto";"Un."
"F4ALM01956";"VENTILADOR EXAUSTOR 230V/113X252X252 (5162)";"UN"
"F4ALM01957";"CILINDRO PNEUMATICO METAL WORK Z5415A10200AV (5162)";"UN"
"F4ALM01958";"REPARO METAL WORK CILINDRO Z5415A10200AV (5162)";"UN"
"F4ALM01959";"JOGO DE MACHO M4 (5162)";"UN"
"F4ALM01960";"VÁLVULA DE ESCAPE 1/2´´´P/ATUADOR PNEUMATICO (5162)";"UN"
"F4ALM01961";"ABRAÇADEIRA 3/4 X 1X9 (5162)";"UN"
"F4ALM01962";"ANEL VEDAÇÃO 40 MM (5162)";"UN"
"F4ALM01963";"EUCATEX ACRIL EXTRA BRC (5162)";"LT"
"F4ALM01964";"MANG PT300 PRETA 3/4 (5162)";"UN"
"F4ALM01965";"MICROASPERSOR MA 30/50 (5162)";"PC"
"F4ALM01966";"SPUDE P/ VASO SANIT BCO (5104)";"UN"
"F4ALM01967";"TEE POLIPR TRIPLO 3/4 (5104)";"UN"
"F4ALM01968";"TEMPORIZ MANUAL P/ IRRIGAÇÃO (5104)";"PC"
"F4ALM01969";"CHAPA DE INOX (5159)";"PC"
"F4ALM01970";"REDUÇÃO 1/2 P 3/8 (5162)";"PC"
"F4ALM01971";"COTOVELO 3/8 (5262)";"PC"
"F4ALM01972";"METALON INOX 50X40 (5159)";"M"
"F4ALM01973";"CONJUNTO DO AFASTADOR DA PISTOLA SLOT HB201 (5159)";"PC"
"F4ALM01974";"TELA PAINEL 3X2M MALHA 15X15 4,2MM (5104)";"PC"
"F4ALM01975";"CILINDRO DA REBOBINADEIRA (5159)";"PC"
"F4ALM01976";"POLIA DO EIXO TRITURADO MOINHO (5159)";"PC"
"F4ALM01977";"EIXO DOS ROLETES DE AGULHA (5159)";"PC"
"F4ALM01978";"VARIADOR DE POTENCIA DIMMER 7000W (5162)";"PC"
"F4ALM01979";"BATERIA DEWALT 20V (5162)";"PC"
"F4ALM01980";"CARREGADOR USB-C 15W C/ CABO SAMSUNG PRETO (5162)";"UN"
"F4ALM01981";"CANETA SOBRESSALENTE S-PEN TAB ACTIVE 3 ORIGINAL SAMSUNG (5162)";"UN"
"F4ALM01982";"GALAXY TAB ACTIVE2 4G 8" PROCESSADOR OCTA-CORE DE 1.6 GHZ (5162)";"UN"
"F4ALM01983";"ALICATE AMPERIMETRO FLUKE (5162)";"UN"
"F4ALM01984";"BROCA 3,5 MM (5162)";"UN"
"F4ALM01985";"ANTI ESTATICO (5162)";"UN"
"F4ALM01986";"INVERSOR  CFW300/380V (5162)";"M"
"F4ALM01987";"INVERSOR  CFW300/220V (5162)";"M"
"F4ALM01988";"METALON 30X30X1,25 (5162)";"UN"
"F4ALM01989";"METALON 40X40X1,25 (5162)";"UN"
"F4ALM01990";"METALON 50X30X1,25 (5162)";"UN"
"F4ALM01991";"FERRO REDONDO MACIÇO 1/4 (5162)";"UN"
"F4ALM01992";"FERRO REDONDO MACIÇO 3/8 (5162)";"UN"
"F4ALM01993";"CANTONEIRA  1´´X1/8 (5162)";"UN"
"F4ALM01994";"CLP CLIC 2 CLW-02 (5162)";"UN"
"F4ALM01995";"FECHADURA PARA PORTA DE MADEIRA (5162)";"UN"
"F4ALM01996";"DISJUNTOR EM CAIXA MOLDADA 400A/85 KA 380-415 VAC (5162)";"UN"
"F4ALM01997";"PERFIL T EM AÇO 1´´ (5162)";"M"
"F4ALM01998";"MOLA COMPRESSÃO 28,5X4,0X7,0X47,0 (5162)";"UN"
"F4ALM01999";"ADESIVO DE POLIURETANO BRANCO (5162)";"UN"
"F4ALM02000";"ADESIVO DE POLIURETANO INCOLOR (5162)";"UN"
"F4ALM02001";"VEDA CALHA (5162)";"UN"
"F4ALM02002";"ENXADA (5162)";"UN"
"F4ALM02003";"FIO DE NYLON PARA ROÇADEIRA QUADRADO (5162)";"UN"
"F4ALM02004";"RASTELO (5162)";"UN"
"F4ALM02005";"PRENSA CABO 1/4 (5162)";"UN"
"F4ALM02006";"MALETA P/FERRAMENTAS (5162)";"UN"
"F4ALM02007";"JOGO DE CHAVE BOURNE ISOLADA (5162)";"UN"
"F4ALM02008";"REDUÇÃO 50X25 (5162)";"UN"
"F4ALM02009";"CANO DE PVC 50MM (5162)";"UN"
"F4ALM02010";"PASSA  FIO (5162)";"UN"
"F4ALM02011";"PARAFUSO AUTO BROCANTE FLANGEADO PHILIPS 4,2X13 (5162)";"UN"
"F4ALM02012";"MANTA FILTRO POLIÉSTER (5162)";"M"
"F4ALM02013";"PLACA AÇO GALVANIZADO (5104)";"PC"
"F4ALM02014";"ESTRUTURA METALON 40X40MM (5104)";"PC"
"F4ALM02015";"RELÓGIO DIGITAL DE PAREDE HERWEG (5162)";"PC"
"F4ALM02016";"RESISTENCIA BAINHA MICA 390MMX220MM (5162)";"PC"
"F4ALM02017";"RESISTENCIA BAINHA MICA 361MMX205MM (5162)";"PC"
"F4ALM02018";"RESISTENCIA CÓD 14764 154 OW (5162)";"PC"
"F4ALM02019";"RESISTENCIA BAINHA MICA 400X235 (5162)";"PC"
"F4ALM02020";"RESISTENCIA 14765 (5162)";"PC"
"F4ALM02021";"RESISTENCIA 23963-05/11 (5162)";"PC"
"F4ALM02022";"RESISTENCIA 14868   10/13 (5162)";"PC"
"F4ALM02023";"RESISTENCIA DY0816/37 (5162)";"PC"
"F4ALM02024";"RESISTENCIA BAINHA MICA 413,5X205 (5162)";"PC"
"F4ALM02025";"RESISTENCIA 14928-11/13 (5162)";"PC"
"F4ALM02026";"RESISTENCIA 23962-05/11 (5162)";"PC"
"F4ALM02027";"RESISTENCIA 23961-05/11 (5162)";"PC"
"F4ALM02028";"RESISTENCIA 23951-05/11 (5162)";"PC"
"F4ALM02029";"RESISTENCIA 23955-05/11 (5162)";"PC"
"F4ALM02030";"RESISTENCIA BAINHA MICA 232X205 (5162)";"PC"
"F4ALM02031";"RESISTENCIA BAINHA MICA 0 -232X205 (5162)";"PC"
"F4ALM02032";"RESISTENCIA CÓDIGO 23965-05/11 (5162)";"PC"
"F4ALM02033";"RESISTENCIA DY0816/16 (5162)";"PC"
"F4ALM02034";"RESISTENCIA 55MMX215MM C/TOMADA (5162)";"PC"
"F4ALM02035";"RESISTENCIA 55MMX280MM C/TOMADA (5162)";"PC"
"F4ALM02036";"RESISTENCIA 55MMX276MM COM BOURNE (5162)";"PC"
"F4ALM02037";"RESISTENCIA BAINHA MICA DY 07/18 (5162)";"PC"
"F4ALM02038";"RESISTENCIA BAINHA MICA 55X155 (5162)";"PC"
"F4ALM02039";"RESISTENCIA BAINHA MICA 382,7X205 (5162)";"PC"
"F4ALM02040";"RESISTENCIA BAINHA MICA 155X400 (5162)";"PC"
"F4ALM02041";"RESISTENCIA BAINHA MICA 360X205 (5162)";"PC"
"F4ALM02042";"CILINDRO PNEUMATICO CD55B25-40 (5162)";"PC"
"F4ALM02043";"SERVO MOTOR 0,8 (5162)";"PC"
"F4ALM02044";"PARAFUSADEIRA 20V  1/2 (5162)";"PC"
"F4ALM02046";"MOTOR 0,75CV (5162)";"PC"
"F4ALM02047";"MOTOR 1CV (5162)";"PC"
"F4ALM02048";"MOTOR 1,5CV (5162)";"PC"
"F4ALM02049";"MOTOR 0,5CV (5162)";"PC"
"F4ALM02050";"MOTOR 20V PARAFUSADEIRA DCD776 BR-B2 N376649 (5162)";"PC"
"F4ALM02045";"ELETROVALVULA R422102432 (5162)";"PC"
"F4ALM02051";"VÁLVULA PNEUMATICA SY5220-5DZ-01 SMC (5162)";"PC"
"F4ALM02052";"CABO 25MM PRETO (5162)";"M"
"F4ALM02053";"CABO 10MM AZUL (5162)";"M"
"F4ALM02054";"CABO 6MM VERDE (5162)";"M"
